business_id,compliment_count,date,text,user_id
bp5Mk2d0qofUeF5uLauIbg,0,2017-06-14 01:57:51,Everything on the menu is authentic!,imhUgZdEXe-JLZT381S6-w
ObkVEcYUuf3efg-0V_WYfQ,0,2011-10-03 19:22:51,"Self serve onions, relish, mayo?  And FREE caramelized onions?  Yes!",LkXNQQaIc5yrKu9Ap87RrA
vxLV9tci88Hsr1G01uleag,0,2011-08-13 22:32:28,We've been eating out too much lately!,wdNTfRMdKZqpOo1G4YJGbA
uWLFplSCk3lI9rf84ZDwUw,0,2014-04-04 14:27:21,"Good biscuits and sausage gravy, but you've got to ask for it because it isn't in the menu.",x-8k5jzFftrIV83M98smmQ
Y989Hsw30AYUMcyNjBz9iQ,0,2013-02-16 21:13:16,Try the crispy duck confit!,t0t4XNPtitNdgJv9UbfJgQ
isuOwjnrPrr1bRELgQM0aA,0,2013-09-19 19:20:08,Just had the Korean short ribs . Yum.,r4NVmZeL9UwaISRQYKMv0Q
pTMi7h7JMtwSsijdx_BPDg,0,2017-06-22 12:04:47,"Probably the best pizza in the area.
On Wednesday 4-8 the large round pies are half price",2GqQGWRmasX8qDuG7CDiWg
yZwlpIhzVRxVdbIkuw9-VA,0,2015-09-10 05:31:03,Open late and everything is yummy.,wzX8UssOglKwSDx8qob8zA
LG80KAbnjI3fICP99UE9RQ,0,2017-06-23 23:03:51,"The people here are rude,",WhjYxQIiAIZPkVqUqSBDbg
cv-SmPhbpwQCtlI2Q7KJIQ,0,2013-09-06 23:58:56,Very good shanghai soup dumplings,jlN9luFsNZfZkxnM7cdLKQ
xSn2d1RTvK7e4KM0bI2NLg,0,2012-03-14 01:20:22,Stale chips but the queso is oh so good...,HQG3no8C5U31z-k1MaYCqQ
fCDMLD21ypv1XZ_EyafCkQ,0,2013-06-07 23:01:07,Delicious Vegetarian pressed Cuban sandwich!,YrDbyRFyan6nx5aXb_N8Hg
WMkiheTT-8kRslImVLWMVw,0,2013-06-20 23:50:52,"The all local beers is a def plus!
I had the garlic shrimp with garlic bread and my wife had the duck salad. The portions are decent and the duck was excellent, nice crispy but not burnt skin and the meat was perfect not overdone. My shrimp was good, a bit over seasoned, however not too much, nice size pieces and really good with the sauce. I would def go back, it's worth a look!",9r0RoGmf7211qmiLZsgYeg
htO_nlxkEsYHzDrtbiUxew,0,2013-02-05 16:52:57,Great coffee,5Si-3Rt03p8r7fGYd-1EVw
NhyPM2MS8WDfXb8ZT1hgfg,0,2011-04-11 02:04:54,Red velvet!,UlWDGR0QrBbdFsVY6ugocw
oJf3IZloLf_PDeEeZW5nDg,0,2018-03-27 17:48:35,Meatball sandwich,9M_nk0kA3CTJt6UoxRAK_g
90pJu2O7fIEm_N31Fyue7A,0,2017-07-23 21:11:06,They have mocktails.,EW3jDZFPhUEKPxPMhxLN8A
ZVRqsjSYyrMNRXsdgsKXVg,0,2015-06-21 19:38:45,"The best nail salon around, both in appearance and professionalism.",DGEpPdLiNNI7I6GrdFePKQ
gFApW0S59priCHlZbMPSiA,0,2012-10-17 16:43:35,New place,NAaivzPy-1wVLWp9h5BAYg
G6h-9AZro_Ni_4eRR9CkRw,0,2012-03-18 17:03:36,Pizza spice!,2eC4qmjUNR7-LG8s6t4Ehg
zBpNvn_gH6T9KYTZCvqtxg,0,2016-05-23 00:33:04,Save room for dessert. It is soooooo good. You definately don't want to miss out on trying it.,kRlC4Got8Uo9RHdEcWVMuA
_wfMydyx6Mlf5Uybg7XWNg,0,2015-03-30 20:34:18,Take your woman with you. You don't want to get the wrong one.,vszWukp8rqteQNhS4RMKuw
Lv1sMLqeXVn0CaZLIrewlw,0,2014-03-23 12:53:39,Show up on time :),RkOdQL51_KAkxlGbIUIXIA
SIoCIxjn4jLt2O-4DajWJw,0,2012-05-28 22:29:54,Chicken sando comin' up.,xyad5PXaHTdKrdNClXbMqQ
DbKj1ZbIGTLUjprdDk4-3A,0,2014-06-20 18:08:53,Eat everything lol,TD_5wqsgp5HrBoG6PWLehQ
Zmwm6d872C8kWJr4b6UGfg,0,2018-04-01 00:10:00,Great tasty food,0LY6l9-Z2IrVtnfj6OX06w
WnZhGc722cszK_5imM4Qsw,0,2011-10-22 01:29:32,Rawk!,zoBajEyVA0z4IjbFsMJksg
n3sRn8jx0zT5ew4tjjrRBw,0,2015-01-21 12:29:08,Great breakfast and lunch,Ycb2MvdSCdRV_p8F7YGHEQ
SAQgO7Ij2cdnMp8VQKBffA,0,2011-10-08 15:48:15,Try the Calamari!,QVoOwjH06W-jYMjVh8hwIQ
HpmsY3JJ4gIuS8EiVHwMJw,0,2017-11-18 21:11:26,"New Fall Menu is amazing! If at brunch Sat or Sun, you must try the Rabbit with a creamy polenta fresh micro greens and sauteed kale! Delish!",4Dy4PVb5lykv4N0kYiRhVA
dNR-b-CsrFGYhMo9zLMrCw,0,2012-01-17 14:09:38,Yum.  Curry fried rice is great.  Big portions.  Warning.  You will get tired of rice for a few weeks.  Unless you are Asian lol.,P-YebwBHwvPL4kfU8xXhNA
8Kw4-lW3-ag4s2s9ELQzgQ,0,2011-05-08 20:22:19,"Can't pay at the pump, but same price cash or charge.",d1LU2oIXZ3QaU5fZ3Jp2HQ
ADe114o7Z4vb1O6HkM6YEA,0,2013-02-19 22:49:30,Grilled chicken plate with tzatziki sauce,ooOdMu4BchfGH58mezhzGg
2GgFrz1dQ6NzR29UIYQ8Xg,0,2017-06-22 16:39:21,Cute little local owned coffee shop. Good coffee and delicious snacks.,DnL9CT5gzpwyArhGaNQrjQ
vEdNsFx-ozYFNxR9XZQ5AA,0,2017-05-13 00:39:20,Khole suggested the mac and cheese and it was amazing! Def will be back!,ojb3bh9erj8OsjImzZwf9w
92HeuR3hbRwGopK5zmmuag,0,2010-02-26 23:38:02,Docks for iPod charging and speakers,fIvzTi_mk6yq7LTw8xiHSA
Xpue0uHw0dk7HdIXVjhdUA,0,2014-09-21 18:37:25,Owner is really sweet and takes the time to explain the ingredients in each product and the effects of the plant.,39OQEezZysSJv735m66T-A
uQWhejZCTCeJheRXOAU8ig,0,2017-06-28 15:40:13,"If you are not a member, you can still sign your child up for swim lessons during the summer",Up01JEJT09-gYC2QixklZQ
3GCYUw_jbRVmKRPizwMAzw,0,2013-05-16 18:36:47,....another frequented visit....been coming here since I moved to Havertown in1983.,RKULSOrIvvYpDmtuYXEXzA
jiGj-UE_2I2-An5IFeNiqw,0,2013-05-31 23:35:54,"Don't miss it, it sits back off the street a bit.",6s5whJLSvZFIF0Am4RyjUg
sTI1emOwk2eJPw7ka_YPXQ,0,2017-09-25 15:17:08,Great! Rachel was awesome.,iNZuWjfkYJb1GvyqghOj6w
aM3gFY8Eq2KJuvNBlGPJEA,0,2013-08-26 00:29:42,Get a free tote for checking in with Yelp @ the Brentwood location!,q4hQSVOCK-FfNfqPqiBh4g
Mf1sUtl_KcQqfSUM-8iwfQ,0,2010-12-24 03:36:12,Veg biryani was ok.chicken was bad. Neither were true biryanis. The rice had a horrible red dye,xaJ0JkoGdaSaWkKGMhc9pg
Esf3-D_44pArPd9GqysoCg,0,2010-12-07 18:44:34,The Duchess = combo of marzipan on cream on lemon/raspberry white cake that's moist and yummy (better than this sounds!). Worth the price.,UqVnFtX7ORbDhMW6Pd77Jw
H5nMeiXJmLpBALeV8A-FeQ,0,2011-08-04 04:24:32,Pineapple-basil is the best flavor,3vofzamIMkrS0PPf5aSmRQ
BVNO7y66gBb82RwZVj74HQ,0,2018-03-24 16:21:05,They have bathrooms in the restaurant.,YZJxCGJYGYR-IbazxS3Exw
iFunuVzrg10UesZvMPCHHg,0,2016-12-09 23:52:17,Great customer service on every visit,_sxfMOKphtb9S_4tq5qXQw
N3ZhDBulGhkuJnZ0ue109A,0,2014-09-10 05:29:00,"It is now more of a restaurant then a bar. And I love that! Spanish style food and drink menu, salsa music playing in the background. Great atmosphere. Super clean. Friendly staff.Try the coconut mojitos (garnished with actual mini coconuts!) Or the Passion Fruit Margarita (yum!) New menu. Mainly Everything is Spanish style (rice and beans, tostones, maduros,etc). They have a larger dining area on the 2nd floor and an outdoor patio that's only accessible through the inside of the bar.",ShzFe3RF8Kwl8vzhZ9LIAA
TpUGMw7Lq9p5WT1t2qHD0A,0,2015-01-19 05:10:21,Great food. Try the steak kabobs. Very yummy!,pWcMk-CufDr7a9hpcd1fsg
VHA-b1NH4tIZB_IVEf_pmA,0,2011-10-01 18:41:26,Pokie rolls at the dessert bar!,xZgbvWE-fF0QEv3k8FwRuw
I2CxrvM0BGH1svfxqGGD2g,0,2012-07-27 00:18:31,Went here by accident trying to get to a Bbq place down the street but Thursdays after 4pm are 2 for 1 beers so it was worth it. 4 yuenglings and $7.50 later we were happy and on our way to the bbq place. Cool server dude too,reXq5di2UzuqxYW8M5X_fQ
dtWFuvupLrMmPb09uy6wVw,0,2013-05-31 15:08:10,"Dipping sauces are extra, but so worth it.",D2IUOetOVfjAkmohD_hsKg
9-_C4cdXj0c1iWYf4RywkQ,0,2012-10-09 12:15:42,"Call ahead, Pat's usually busy, but he's always on time for appointments.",2LYgLhhaZKDqjuGjCuiIIg
qUH2FppY7RL96F5tXzA0hQ,0,2015-05-28 22:37:25,"Nice service, good ambiance, delicious coffee and lavender blackberry scones!",ezfjpyJ_XQO7aJp49T0aGg
q5dSzxE6grwCzu23_PlesA,0,2017-03-10 01:44:00,Most authentic place in St. Louis,vj0uFCtrzTAp2yLeU9FfhA
dJfkfBbJz7wi0RgW-ph_Eg,0,2018-03-27 20:04:48,"Nice atmosphere, delicious sushi and nice wait staff.",TfeDrNQDWHL3aYm_OCmdWQ
VjYncSxkftCGevMFDyMKlg,0,2015-06-21 01:35:17,The chips are way too salty.,Fg0RIeqM0-nccUwpc9BozQ
DUQ1j7zagtoXFhwutDwX9Q,0,2016-01-18 19:41:29,"If it is past 3:00pm and you need a quick snack, give them a call. He may be cleaning up and able to let you grab a snack/drink",H5Sl8mMEWrrh6oXgm2zIiQ
P5yulkthm6nyunOLt-rEVg,0,2016-04-19 19:59:53,free in between neck shaves,zAMpV0uFt9XpqRDFNLWPrQ
X2VNoC43s7df58HHDCqMwg,0,2013-02-06 17:39:09,Home made falafel! Yes pls!,JwulbBFNBMyinY6KAorrDw
yPOVNQu0iU6BR8RPIfIE3Q,0,2012-08-01 13:42:12,Yum yum yum!,KqzgupvHOVfYQhefLBQxzg
Bb5YSi_C9p4Sp6eD4ZCSVQ,0,2016-04-24 16:03:32,Cool little place with great pizza and service. The Sonoran pizza was excellent.,J4ywgQmEehzaBl5F2DTmiA
4r3Ck65DCG1T6gpWodPyrg,0,2010-12-02 02:34:55,"Get the $2 ""additions"" to the cheese board- the quince alone is worth it!",3o-566iCnJNndaZdEOajmg
YpV0DniZQKnG6mWVVl-TSw,0,2012-10-19 00:24:07,"Met one of the owners, awesome vibe in the place",bOei0iogihBsoGwcBlEvmA
ThdleGpP0WTS5iRTMxpONw,0,2012-07-28 20:01:26,Pedicure with a quick foot- leg massage included,56idZ-GGAljEJSvBlGpawA
Im203DgoWCdkAx1qEY7DgA,0,2011-07-14 23:14:40,Chicago style awesomeness.,gRGalHVu6BcaUDIAGVW_xQ
3gU3-Js8UlmKmKI-PhSLog,0,2015-10-04 18:29:40,"They are doing construction in the office now, so looks a little different than normal.",zfD3xhVNkGJs-AOOSslqtQ
BcWx80K4i0LjIkH40o_Kkg,0,2015-01-21 03:47:26,Love it there been going for years.  Chelsea is the BEST! !!!,irIWWqUSS06qYH8kSrGqrg
R2sUttu6kl5on4k1khkDqg,0,2014-01-02 20:07:23,I'm always in and out!,PydnNXXz8MmWfYredcwbow
nTkJq7iDAcPyoe2zP5NhyA,0,2015-12-19 01:10:58,Friday drink with friends.,-G7Zkl1wIWBBmD0KRy_sCw
