business_id,cool,date,funny,review_id,stars,text,useful,user_id
kq5Ghhh14r-eCxlVmlyd8w,0,2018-08-23 21:39:38,0,JBWZmBy69VMggxj3eYn17Q,5.0,"My boyfriend and I tried this deli for the first time today. I had a turkey, avocado & bacon panini and he ha a buffalo chicken wrap. We will definitely be returning. The wait for food wasn't too long, which is always appreciated during lunch hour. There was SO much to choose from. They have salads, soup, macaroni, sandwiches and hot food. I love a deli that has many options to choose from!",0,aFa96pz67TwOFu4Weq5Agg
Zx7n8mdt8OzLRXVzolXNhQ,0,2018-04-27 23:03:21,0,E9AB7V4z8xrt2uPF7T55FQ,5.0,Amazing biscuits and (fill in the blank). Great cocktails too. Highly recommended. A bit busy though.,0,iYY5Ii1LGpZCpXFkHlMefw
hKameFsaXh9g8WQbv593UA,0,2015-04-15 15:30:48,0,mO398Ed5dpv1H5ZsKc8KXw,4.0,Food was good- atmosphere/decor is like a fishing lodge- menu is someplace between outback & bonefish. Went on a Groupon & all 3 of our meals & calamari appetizer that we ordered were cooked perfectly- we will def be back.,0,yobeeTUBfaTBcnk26mXNuA
A2q7d-CBM2-81tVkmS4JMw,0,2017-07-08 18:58:42,1,RB8UpF_kT2xoOC51OzXEeA,2.0,"Straight to the point, it's cheap, it tastes and feels cheap

The good: price, location, dessert (edible food items are: baked chicken, fried chicken, mashed potatoes, Salad bar lol, meat and cheese bar, ravioli, pizza) also our waitress was bomb af

The meh: behind counter meat slicing station, shrimp (not even deveined), Mexican station

The bad: breakfast -worst eggs ever, actually worst, eggs. Le Benedict can't even cut through ham or English muffin (tried on all 3 occasions), steak, shrimp again, hell breaded items can't even, don't even. Decor it's the 1970 nightmare you can imagine

Tried 3 times and failed",1,EZjT2qJN0mOXypMAqZdSrQ
oBhJuukGRqPVvYBfTkhuZA,0,2015-03-05 03:37:54,0,YcLXh-3UC9y6YFAI9xxzPQ,4.0,"The only reason I didn't give this restaurant a 5 star rating, is because of one single pretentious waiter. As a 4 night guest at Hotel Palomar, the location of the restaurant is an obvious plus. The first night of my stay, I met a coworker in the restaurant for a cocktail. When we arrived, the host staff were busy and not available, so we just walked in. The restaurant was not too busy, so we just looked at a small table next to the bar and proceeded to take a seat. A waiter came by and I quickly asked if we could have a seat, before sitting down and told him we'd only be having cocktails. He stumbled on his reply, and in an irritated/in-convinced tone, told me ""I guess it would be fine"" and basically just kept walking mid sentence. My guest and I brushed it off, and started having a conversation while looking at the drink menu. To make a long story short, he was distant and we both got the ""couldn't be bothered"" vibe from him. When it came to the bill, we asked if it could be split due to company transaction policies, and you would have thought asked him for some inconceivable task. We basically spent the rest of our night and elevator ride to our room in shock of the rudeness we had just experienced. 

Although that situation left a bad taste in our mouth, and the night before we decided to avoid the restaurant, we decided to grab another cocktail and give this place one more try. After looking around and ensuring ""last nights waiter"" wasn't on shift, we walked over to the bar and started looking over the menu. Instantly, the bartender greeted us with pleasant small talk and made us feel 100% welcome. He asked about our day, recommended cocktails and was a completely genuine person. This guy (I think his name was Ben) is an absolute star! He gave us lessons on Whiskey, described how to make classic cocktails, and was 100% invested in our experience. This is exactly what a bartender at a 4/5 star establishment should be - actually he exceeds that. He was kind, funny, friendly and completely redeemed this restaurant/bar from our terrible experience the night before. 
I also ordered room service last night from this restaurant, and it was amazing. The bacon wrapped dates and chocolate cake are to die for! Great restaurant and amazing bartender(s). Too bad one bad egg could have spoiled this experience.",0,G0DHgkSsDozqUPWtlxVEMw
eaJCpC6IhYphj7bwCDHTwQ,0,2015-08-30 13:41:47,0,qGQvUHmC02PAZW3H1WTIfw,5.0,"Stopped by after a Sunday morning walk in the park - great food, coffee customer service - love the vibe in here",0,RRTQpg8hutdimzAYuP_Hbw
W4ZEKkva9HpAdZG88juwyQ,0,2013-12-29 02:37:42,0,jC-fGfx-YLqxVBcyTAd4Pw,3.0,"In a word... ""OVERRATED!"".  The food took forever to come out.  The burger was WAY overcooked (Especially when I ordered it Medium Rare) and the Seafood Jumbalaya was Decent.  Not worth the price.  There are better places to eat in the french quarter.  It was not horrible, but for everything that we had heard about this place, I would have expected much better.",0,EBa-0-6AKoy6jziNexDJtg
jTI5Xjk27An8ceJ6VwpXiQ,0,2013-08-15 15:57:09,0,ra9fNjYUumKp_iaqv-jjDg,4.0,"Comfortable bed, good breakfast, fast internet, great location, and low price. Overall I was really impressed with this place. However, if you stay on the top floors you may be waiting up to 15 minutes for an elevator in the morning.",0,l_izt6hn7oTxalU06mSyqg
j8JOZvfeHEfUWq3gEz6ABQ,0,2014-06-11 14:55:14,3,Ki90-hauSIfW_7sBuBBqfA,2.0,"NEVER AGAIN. This is a so called restaurant that does nothing that a restaurant should other than prepare food, because the rest is done by the patron. Want water? Get up and go across the yard to get it. Want a drink, walk up a flight of stairs and pay cash. Want to sit in a dirty yard in dirty lawn chairs, enjoy yourself. The wait staff is mildy helpful in that they bring you your food after you go to the window and pay cash for it...kind of like New Orleans Hamburger and Seafood, but dirty and with live music (which is nice). It's a one in a lifetime experience for me...just once.",2,Z2cOL3n9V8NoguJ-uU_Nvw
jNL5KUPz2-tHUJM__ysSaw,0,2014-08-24 20:14:12,0,TcCcHzc3L6Aboq3DteEfZA,1.0,"If you want to pay for everything a la carte this is the place for you.  
Food wasn't terrible not impressive.
They brought a basket of chips and some tomato sauce which I asked politely for something spicier and some pico de gallo.  She brought them happily to me and the salsa was much better.  When asked what we would like to drink I asked for a coke and she brought out a bottle which I stated I wanted the fountain drink.  She said ""oh that's only Pepsi"".  Never mentioned that they only had bottle drinks for coke.  
We ordered our food which was reasonably priced, asked for sour cream and also to put cheese on the taco.  She let us know cheese was extra.  
It was $2.50 extra for another basket of chips.  
When I received the bill we paid more for the condiments then the actual food.  Side of sour cream 2.00, pico de gallo 2.50, salsa 2.00, chips 2.50, cheese 1.00 and the bottled coke that we didn't want 5.00.  
Just a suggestion...when you order anything make sure to ask if there is an extra charge.",1,OuatwND396ZQxm2zK8WlUQ
I6L0Zxi5Ww0zEWSAVgngeQ,0,2018-07-07 20:50:12,0,A4n4YaE-owOVgTQcrVqHUw,4.0,The cafe was extremely cute. We came at 8am and they even had a jazz band playing at that time. I got the breakfast sandwich and it was delicious. I loved how they rolled the egg and put the bacon pieces inside. Great price for a filling breakfast!,0,S7bjj-L07JuRr-tpX1UZLw
EtKSTHV5Qx_Q7Aur9o4kQQ,1,2009-10-14 01:15:04,1,cvQXRFLCyr0S7EgFb4lZqw,5.0,"On a scale of one to things that are awesome, this place is the bomb. 

I was drawn in by the promise of the duckfat frenchfries. Took the boy for his birthday and put our name in, had a drink around the corner while we waited and were given seats at the bar after about 45 minutes. 

We were waited on by Keith, the bartender, who was congenial, knowledgeable about his whiskeys and an all-around cool guy. We started with 3 cape may salts (two for me, one for the boy) and tater tots, both of which made me happy.

For dinner, I got Kentucky Fried Quail (stellar, though the succotash was not as exciting as I wanted it to be) and the boy got the 24$ Fois Gras burger, which was incredible. Worth every penny. The duckfat fries were pretty yummy, but not even the best part of the meal. I could've done without the cheese sauce, but as it was on the side I wasn't deterred.

I look forward to coming back here, with everyone I know.",3,ZGjgfSvjQK886kiTzLwfLQ
SSZDGl2J-CEyIzuIbEiYNQ,0,2017-09-08 23:20:19,0,yCbzm_d4cHpfUX00Ljvgmg,2.0,"We started with the artichoke dip, big mistake. It was cold and the chips were stale. Mentioned to our waitress, but nothing came of it.  We ordered a large pizza, thin crust which after adding toppings it was a bit pricey for pizza.  Pizza was ok, not great. Except for not being our advocate our server was good.  I have been here before for Cardinals game, it was better then. Will try another venue next time.",2,bHSoye7R5cL-LVWLxtaxMg
VJEzpfLs_Jnzgqh5A_FVTg,0,2014-04-01 13:05:18,0,r2IBPY_E8AE5_GpsqlONyg,4.0,"It was my fiance's birthday and he decided he wanted a good, laid back Thai restaurant for dinner. Yelp steered us in the Jasmine Rice direction, and it was definitely a good decision. We wanted the summer rolls, which were on the menu, but apparently will not be available until summer, so we settled on the pan-fried dumplings. The flavor was good, but I don't think we'd order them again. We got the green curry fried rice with duck and chicken pad thai. Both of those dishes were great, but the duck stole the show. That was some the of tastiest duck I've ever had. The pad thai was a bit sweet for us, so I think we'd try a different noodle dish when we return. But it was still very good, especially with some chili sauce mixed in. Our service was good, but other people had issues. One table was rushing to get to a show at the Kimmel Center and waited quite a while for their meal (and were going to be late). Another person who got take-out was missing one of their items (but the owner realized it and called him and walked the dish to his house, which was very nice). Overall, good quality Thai! We would definitely go back.",0,IKbjLnfBQtEyVzEu8CuOLg
GILL0ZkvVXJaNQzYRXfMQw,0,2012-10-08 19:32:44,1,cejwyz1Hn1yQ-v2m9PAovQ,5.0,"I absolutely love Courtney! She is hands down the best hairstylist I have ever had. The reason I think she is so great is that she knows what will look best on me and over the past year has understood my limits for styles. I always go into the salon and tell her to cut my hair how she thinks will look best, and I always leave blown away at what she does. You know you have a great stylist when you don't have to specify what you want done, but instead they see what needs to be done. Great stylist, great personality and very knowledgeable. I would highly recommend her to anyone who wants to look their best.",1,9ZLpaBGl-udvS-niR3Y_ow
TyOe_EcbyAWMmPgg_ILwHQ,0,2012-05-29 12:16:46,0,QDY_xE91MY9O-nzn56yHxQ,3.0,"I've been to this location many times when I lived in the area and although it is a chain and not exactly sexy, it does the job on many occasions.   If you need an oil change, this place is ok, if you need a state inspection this place does it.   The key is getting there when they are not busy or else you will wait.   

Again, nothing fancy here a pep boys is a pep boys but all in all decent stuff.",1,enaHB1e956thdnafcHVAig
0ICfbEImE0gUZc4kSZ7QHg,0,2013-11-14 04:58:09,0,rV6AWGN4rYORMQY8dVP41g,5.0,Replaced 2 old 70s lennox with 2 new ones.  They did a great job and have been runnong for 3 years now.,1,dKoIp8vsKFH4cbmGSYy2IQ
